Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season
Alexander Wennberg,25,CBJ,C,57,5,17,22,-5,16,1.2,4,1,0,1,13,4,0,72,6.9,951,16:41,31,21,309,364,45.9,wennbal01,19-20
Zach Werenski,22,CBJ,D,63,20,21,41,9,10,9.1,14,5,1,4,13,8,0,187,10.7,1511,23:59,58,36,0,0,,werenza01,19-20
Blake Wheeler,33,WPG,RW,71,22,43,65,1,37,6.4,17,4,1,2,24,18,1,180,12.2,1372,19:19,51,102,325,327,49.8,wheelbl01,19-20
Colin White,23,OTT,C,61,7,16,23,-12,39,1.0,6,1,0,0,13,3,0,83,8.4,958,15:42,30,47,275,305,47.4,whiteco02,19-20
Colton White,22,NJD,D,6,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,2,0.0,84,13:59,4,3,0,0,,whiteco03,19-20
Zach Whitecloud,23,VEG,D,16,0,1,1,3,4,0.5,0,0,0,0,1,0,0,9,0.0,229,14:19,16,10,0,0,,whiteza01,19-20
Justin Williams,38,CAR,RW,20,8,3,11,2,6,1.5,6,2,0,2,2,1,0,60,13.3,272,13:37,7,20,3,7,30.0,williju01,19-20
Colin Wilson,30,COL,C,9,0,4,4,6,0,0.4,0,0,0,0,4,0,0,12,0.0,114,12:38,2,8,3,4,42.9,wilsoco01,19-20
Scott Wilson,27,BUF,C,6,1,1,2,1,2,0.2,1,0,0,0,1,0,0,8,12.5,70,11:38,0,3,0,0,,wilsosc01,19-20
Tom Wilson,25,WSH,RW,68,21,23,44,-3,93,4.2,15,5,1,5,20,2,1,154,13.6,1242,18:16,58,253,18,39,31.6,wilsoto01,19-20
Luke Witkowski,29,TBL,D,12,1,2,3,-4,13,0.2,1,0,0,0,2,0,0,10,10.0,106,8:48,3,38,0,0,,witkolu01,19-20
Christian Wolanin,24,OTT,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,4,0.0,53,17:41,4,0,0,0,,wolanch01,19-20
Miles Wood,24,NJD,LW,68,11,12,23,-19,57,1.4,11,0,0,1,12,0,0,141,7.8,900,13:14,26,102,0,1,0.0,woodmi01,19-20
Kailer Yamamoto,21,EDM,RW,27,11,15,26,17,12,3.7,9,2,0,0,15,0,0,44,25.0,469,17:23,13,45,1,0,100.0,yamamka01,19-20
Keith Yandle,33,FLA,D,69,5,40,45,0,20,5.6,3,2,0,0,21,19,0,129,3.9,1359,19:42,51,18,0,1,0.0,yandlke01,19-20
Alexander Yelesin,23,CGY,D,4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0.0,50,12:30,0,13,0,0,,yelesal01,19-20
Danil Yurtaykin,22,SJS,F,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,52,13:00,2,3,0,0,,yurtada01,19-20
Pavel Zacha,22,NJD,C,65,8,24,32,-12,14,2.0,3,3,2,1,17,5,2,97,8.2,1057,16:16,19,62,283,371,43.3,zachapa01,19-20
Filip Zadina,20,DET,RW,28,8,7,15,-13,2,1.3,4,4,0,1,4,3,0,60,13.3,425,15:10,10,11,1,0,100.0,zadinfi01,19-20
Nikita Zadorov,24,COL,D,64,4,9,13,6,65,2.7,4,0,0,0,9,0,0,65,6.2,1137,17:46,66,175,0,0,,zadorni01,19-20
Nikita Zaitsev,28,OTT,D,58,1,11,12,-8,22,1.7,1,0,0,0,11,0,0,64,1.6,1285,22:09,121,108,0,0,,zaitsni01,19-20
Travis Zajac,34,NJD,C,69,9,16,25,-12,28,1.2,7,1,1,1,14,0,2,72,12.5,1180,17:06,39,58,576,514,52.8,zajactr01,19-20
Mika Zibanejad,26,NYR,C,57,41,34,75,9,14,9.7,23,15,3,6,20,12,2,208,19.7,1233,21:38,49,51,592,612,49.2,zibanmi01,19-20
Mats Zuccarello,32,MIN,LW,65,15,22,37,-9,18,3.1,12,3,0,2,18,4,0,96,15.6,1036,15:56,36,13,9,5,64.3,zuccama01,19-20
Jason Zucker,28,TOT,LW,60,20,21,41,-4,21,4.3,13,7,0,4,16,5,0,111,18.0,980,16:20,23,53,12,29,29.3,zuckeja01,19-20
Valentin Zykov,24,VEG,LW,15,1,3,4,-2,6,0.1,0,1,0,0,3,0,0,19,5.3,183,12:13,3,20,0,1,0.0,zykovva01,19-20
